num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/grad_wait_time_ms,timers/apply_grad_time_ms,timers/apply_grad_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/agent_1/learner_stats/cur_lr,info/learner/agent_1/learner_stats/entropy_coeff,info/learner/agent_1/learner_stats/policy_loss,info/learner/agent_1/learner_stats/policy_entropy,info/learner/agent_1/learner_stats/var_gnorm,info/learner/agent_1/learner_stats/vf_loss,info/learner/agent_1/learner_stats/grad_gnorm,info/learner/agent_1/learner_stats/vf_explained_var,info/learner/agent_0/learner_stats/cur_lr,info/learner/agent_0/learner_stats/entropy_coeff,info/learner/agent_0/learner_stats/policy_loss,info/learner/agent_0/learner_stats/policy_entropy,info/learner/agent_0/learner_stats/var_gnorm,info/learner/agent_0/learner_stats/vf_loss,info/learner/agent_0/learner_stats/grad_gnorm,info/learner/agent_0/learner_stats/vf_explained_var
0,nan,nan,nan,nan,0,0,13,5200,5200,2600,2600,2600,2600,2600,2600,5200,False,0,1,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-39-39,1671273579,5.188065767288208,5.188065767288208,111706,1ec1cd5bf031,172.17.0.2,5.188065767288208,0,1,44.101494789123535,2600,2600,5200,5200,nan,nan,nan,nan,0,0,[],[],86.435,4.049,17.436,11470.565,45.087,2600,2600,5200,5200,75.86250000000001,13.1875,[],[],9.999999747378752e-05,0.009999999776482582,54.886597,195.34499,53.00964,67.67413,40.0,-0.9095468,9.999999747378752e-05,0.009999999776482582,54.886597,195.34499,53.00964,67.67413,40.0,-0.9095468
0,0.0,0.0,0.0,1099.0,1,0,13,18800,18800,9400,9400,6800,6800,9400,6800,18800,False,1,2,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-39-44,1671273584,5.306049585342407,10.494115352630615,111706,1ec1cd5bf031,172.17.0.2,10.494115352630615,0,2,44.101494789123535,9400,9400,18800,18800,0.0,0.0,0.0,1099.0,1,0,[0.0],[1099],486.421,10.276,20.219,9891.608,40.99,9400,9400,18800,18800,96.1857142857143,13.400000000000002,[0.0],[1099],9.999999747378752e-05,0.009999999776482582,-4.635761,185.79422,53.015343,44.57834,40.0,-0.8722564,9.999999747378752e-05,0.009999999776482582,-4.635761,185.79422,53.015343,44.57834,40.0,-0.8722564
0,5.951923076923077,0.0,3.269905312552371,1259.0,4,0,13,33000,33000,16500,16500,7100,7100,16500,7100,33000,False,5,3,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-39-50,1671273590,5.564505338668823,16.05862069129944,111706,1ec1cd5bf031,172.17.0.2,16.05862069129944,0,3,44.101494789123535,16500,16500,33000,33000,5.951923076923077,0.0,3.269905312552371,1259.0,4,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466]","[1099, 1199, 1499, 1299, 1199]",498.638,12.1,18.528,10794.663,47.59,16500,16500,33000,33000,95.9125,13.5,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466]","[1099, 1199, 1499, 1299, 1199]",9.999999747378752e-05,0.009999999776482582,-177.21518,190.17642,53.026394,21.674734,40.0,-1.0,9.999999747378752e-05,0.009999999776482582,-177.21518,190.17642,53.026394,21.674734,40.0,-1.0
0,8.835978835978835,0.0,4.566340343441183,1399.0,2,0,13,46800,46800,23400,23400,6900,6900,23400,6900,46800,False,7,4,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-39-56,1671273596,5.760505676269531,21.81912636756897,111706,1ec1cd5bf031,172.17.0.2,21.81912636756897,0,4,44.101494789123535,23400,23400,46800,46800,8.835978835978835,0.0,4.566340343441183,1399.0,2,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594]","[1099, 1199, 1499, 1299, 1199, 1599, 1899]",487.598,10.833,24.911,8028.552,53.702,23400,23400,46800,46800,95.94444444444446,13.5,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594]","[1099, 1199, 1499, 1299, 1199, 1599, 1899]",9.999999747378752e-05,0.009999999776482582,13.948648,182.41386,53.035072,10.384194,40.0,-1.0,9.999999747378752e-05,0.009999999776482582,13.948648,182.41386,53.035072,10.384194,40.0,-1.0
0,14.261111111111111,0.0,6.116401160896161,1689.909090909091,4,0,13,58400,58400,29200,29200,5800,5800,29200,5800,58400,False,11,5,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-40-02,1671273602,6.108037948608398,27.927164316177368,111706,1ec1cd5bf031,172.17.0.2,27.927164316177368,0,5,44.101494789123535,29200,29200,58400,58400,14.261111111111111,0.0,6.116401160896161,1689.909090909091,4,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199]",58.669,4.237,24.688,8101.249,58.509,29200,29200,58400,58400,95.8,13.555555555555555,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199]",9.999999747378752e-05,0.009999999776482582,80.665245,191.73409,53.039608,30.745981,40.0,-0.6987095,9.999999747378752e-05,0.009999999776482582,80.665245,191.73409,53.039608,30.745981,40.0,-0.6987095
0,16.16,0.0,6.2603102838420694,1613.2857142857142,3,0,13,70000,70000,35000,35000,5800,5800,35000,5800,70000,False,14,6,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-40-08,1671273608,6.070748329162598,33.997912645339966,111706,1ec1cd5bf031,172.17.0.2,33.997912645339966,0,6,44.101494789123535,35000,35000,70000,70000,16.16,0.0,6.2603102838420694,1613.2857142857142,3,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299]",9.939,0.533,22.856,8750.448,58.444,35000,35000,70000,70000,95.7125,13.6,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299]",9.999999747378752e-05,0.009999999776482582,-26.682629,185.61087,53.04416,1.2548081,40.000004,-1.0,9.999999747378752e-05,0.009999999776482582,-26.682629,185.61087,53.04416,1.2548081,40.000004,-1.0
0,16.16,0.0,5.825056566235115,1580.25,2,0,13,82000,82000,41000,41000,6000,6000,41000,6000,82000,False,16,7,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-40-14,1671273614,6.099664926528931,40.0975775718689,111706,1ec1cd5bf031,172.17.0.2,40.0975775718689,0,7,44.101494789123535,41000,41000,82000,82000,16.16,0.0,5.825056566235115,1580.25,2,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099]",21.608,1.343,21.422,9336.163,53.048,41000,41000,82000,82000,95.62222222222222,13.6,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099]",9.999999747378752e-05,0.009999999776482582,-10.271184,183.39743,53.04614,1.0624062,40.0,-1.0,9.999999747378752e-05,0.009999999776482582,-10.271184,183.39743,53.04614,1.0624062,40.0,-1.0
0,19.656707468106646,0.0,6.6386830898746165,1704.8823529411766,1,0,13,93800,93800,46900,46900,5900,5900,46900,5900,93800,False,17,8,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-40-20,1671273620,5.906548500061035,46.00412607192993,111706,1ec1cd5bf031,172.17.0.2,46.00412607192993,0,8,44.101494789123535,46900,46900,93800,93800,19.656707468106646,0.0,6.6386830898746165,1704.8823529411766,1,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0, 19.656707468106646]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099, 3699]",58.848,3.838,18.753,10665.134,50.616,46900,46900,93800,93800,95.42222222222223,13.6,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0, 19.656707468106646]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099, 3699]",9.999999747378752e-05,0.009999999776482582,103.15551,201.1941,53.049564,64.08961,33.101677,-0.66487813,9.999999747378752e-05,0.009999999776482582,103.15551,201.1941,53.049564,64.08961,33.101677,-0.66487813
0,26.55963129277333,0.0,8.395211253378507,1776.2727272727273,5,0,13,105200,105200,52600,52600,5700,5700,52600,5700,105200,False,22,9,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-40-27,1671273627,6.100733041763306,52.10485911369324,111706,1ec1cd5bf031,172.17.0.2,52.10485911369324,0,9,44.101494789123535,52600,52600,105200,105200,26.55963129277333,0.0,8.395211253378507,1776.2727272727273,5,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0, 19.656707468106646, 19.469590643274852, 26.55963129277333, 9.971153846153847, 4.833560090702948, 11.003099173553718]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099, 3699, 1699, 3899, 1199, 1699, 1599]",0.558,0.531,19.7,10152.135,49.835,52600,52600,105200,105200,96.07499999999999,13.6,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0, 19.656707468106646, 19.469590643274852, 26.55963129277333, 9.971153846153847, 4.833560090702948, 11.003099173553718]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099, 3699, 1699, 3899, 1199, 1699, 1599]",,,,,,,,,,,,,,,,
0,26.55963129277333,0.0,8.712525930530244,1837.4615384615386,4,0,13,117200,117200,58600,58600,6000,6000,58600,6000,117200,False,26,10,fb3ec_00000,f20300ba6c1948f4b5ea69acc0901ca8,2022-12-17_10-40-33,1671273633,6.426830053329468,58.531689167022705,111706,1ec1cd5bf031,172.17.0.2,58.531689167022705,0,10,44.101494789123535,58600,58600,117200,117200,26.55963129277333,0.0,8.712525930530244,1837.4615384615386,4,0,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0, 19.656707468106646, 19.469590643274852, 26.55963129277333, 9.971153846153847, 4.833560090702948, 11.003099173553718, 5.315412186379928, 5.800000000000001, 11.243771043771043, 19.471843389308184]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099, 3699, 1699, 3899, 1199, 1699, 1599, 2299, 1799, 1699, 2899]",227.549,10.861,20.629,9695.123,54.378,58600,58600,117200,117200,95.83000000000001,13.6,"[0.0, 0.0, 5.951923076923077, 4.754901960784313, 5.642701525054466, 8.835978835978835, 6.778877005347594, 14.261111111111111, 5.500571428571428, 4.804347826086957, 10.75, 4.203931203931203, 16.16, 0.0, 5.5565610859728505, 0.0, 19.656707468106646, 19.469590643274852, 26.55963129277333, 9.971153846153847, 4.833560090702948, 11.003099173553718, 5.315412186379928, 5.800000000000001, 11.243771043771043, 19.471843389308184]","[1099, 1199, 1499, 1299, 1199, 1599, 1899, 2199, 2199, 2199, 2199, 1299, 1399, 1299, 1599, 1099, 3699, 1699, 3899, 1199, 1699, 1599, 2299, 1799, 1699, 2899]",9.999999747378752e-05,0.009999999776482582,105.6094,200.7676,53.057846,29.58533,40.0,-0.013575792,9.999999747378752e-05,0.009999999776482582,105.6094,200.7676,53.057846,29.58533,40.0,-0.013575792
