num_recreated_workers,episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_faulty_episodes,num_healthy_workers,num_agent_steps_sampled,num_agent_steps_trained,num_env_steps_sampled,num_env_steps_trained,num_env_steps_sampled_this_iter,num_env_steps_trained_this_iter,timesteps_total,num_steps_trained_this_iter,agent_timesteps_total,done,episodes_total,training_iteration,trial_id,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,warmup_time,info/num_env_steps_sampled,info/num_env_steps_trained,info/num_agent_steps_sampled,info/num_agent_steps_trained,sampler_results/episode_reward_max,sampler_results/episode_reward_min,sampler_results/episode_reward_mean,sampler_results/episode_len_mean,sampler_results/episodes_this_iter,sampler_results/num_faulty_episodes,hist_stats/episode_reward,hist_stats/episode_lengths,timers/training_iteration_time_ms,timers/learn_time_ms,timers/learn_throughput,timers/synch_weights_time_ms,counters/num_env_steps_sampled,counters/num_env_steps_trained,counters/num_agent_steps_sampled,counters/num_agent_steps_trained,perf/cpu_util_percent,perf/ram_util_percent,sampler_results/hist_stats/episode_reward,sampler_results/hist_stats/episode_lengths,info/learner/agent_1/learner_stats/policy_loss,info/learner/agent_0/learner_stats/policy_loss
0,nan,nan,nan,nan,0,0,13,13000,13000,6500,6500,6500,6500,6500,6500,13000,False,0,1,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-12,1671303312,11.028588056564331,11.028588056564331,838,e674dd8ed454,172.17.0.3,11.028588056564331,0,1,34.11861753463745,6500,6500,13000,13000,nan,nan,nan,nan,0,0,[],[],10961.121,4139.698,1570.163,18.731,6500,6500,13000,13000,61.368750000000006,10.868749999999999,[],[],0.16442323,0.11683511
0,nan,nan,nan,nan,0,0,13,26000,26000,13000,13000,6500,6500,13000,6500,26000,False,0,2,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-18,1671303318,5.886904716491699,16.91549277305603,838,e674dd8ed454,172.17.0.3,16.91549277305603,0,2,34.11861753463745,13000,13000,26000,26000,nan,nan,nan,nan,0,0,[],[],8390.146,2215.526,2933.841,18.751,13000,13000,26000,26000,81.12222222222222,12.3,[],[],0.049174745,0.05001743
0,6.215,0.0,3.673440170940171,1365.6666666666667,6,0,13,39000,39000,19500,19500,6500,6500,19500,6500,39000,False,6,3,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-25,1671303325,7.0878376960754395,24.00333046913147,838,e674dd8ed454,172.17.0.3,24.00333046913147,0,3,34.11861753463745,19500,19500,39000,39000,6.215,0.0,3.673440170940171,1365.6666666666667,6,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215]","[1499, 1099, 1499, 1499, 1399, 1199]",7935.196,1755.286,3703.101,17.517,19500,19500,39000,39000,74.13,12.320000000000002,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215]","[1499, 1099, 1499, 1499, 1399, 1199]",0.010469438,0.01198289
0,11.036764705882353,0.0,5.31403595011265,1529.0,4,0,13,52000,52000,26000,26000,6500,6500,26000,6500,52000,False,10,4,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-32,1671303332,6.922386169433594,30.925716638565063,838,e674dd8ed454,172.17.0.3,30.925716638565063,0,4,34.11861753463745,26000,26000,52000,52000,11.036764705882353,0.0,5.31403595011265,1529.0,4,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799]",7665.525,1517.749,4282.658,17.884,26000,26000,52000,52000,75.78,12.320000000000002,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799]",0.106190346,0.08134709
0,11.036764705882353,0.0,5.86157198102787,1637.4615384615386,3,0,13,65000,65000,32500,32500,6500,6500,32500,6500,65000,False,13,5,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-39,1671303339,6.810741901397705,37.73645853996277,838,e674dd8ed454,172.17.0.3,37.73645853996277,0,5,34.11861753463745,32500,32500,65000,65000,11.036764705882353,0.0,5.86157198102787,1637.4615384615386,3,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399]",7481.405,1372.54,4735.747,18.114,32500,32500,65000,65000,80.02222222222221,12.4,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399]",0.25037304,0.25025082
0,11.036764705882353,0.0,6.185888535776531,1628.4117647058824,4,0,13,78000,78000,39000,39000,6500,6500,39000,6500,78000,False,17,6,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-45,1671303345,6.364480257034302,44.10093879699707,838,e674dd8ed454,172.17.0.3,44.10093879699707,0,6,34.11861753463745,39000,39000,78000,78000,11.036764705882353,0.0,6.185888535776531,1628.4117647058824,4,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699]",7284.582,1189.593,5464.055,17.717,39000,39000,78000,78000,80.77777777777777,12.4,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699]",0.08042464,0.10132404
0,11.036764705882353,0.0,5.742134178660913,1608.5238095238096,4,0,13,91000,91000,45500,45500,6500,6500,45500,6500,91000,False,21,7,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-52,1671303352,6.509876728057861,50.61081552505493,838,e674dd8ed454,172.17.0.3,50.61081552505493,0,7,34.11861753463745,45500,45500,91000,91000,11.036764705882353,0.0,5.742134178660913,1608.5238095238096,4,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499]",7164.22,1059.361,6135.772,17.435,45500,45500,91000,91000,74.96000000000001,12.400000000000002,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499]",0.15747872,0.16495995
0,11.036764705882353,0.0,5.476384602095496,1661.5,3,0,13,104000,104000,52000,52000,6500,6500,52000,6500,104000,False,24,8,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-55-58,1671303358,6.378543853759766,56.9893593788147,838,e674dd8ed454,172.17.0.3,56.9893593788147,0,8,34.11861753463745,52000,52000,104000,104000,11.036764705882353,0.0,5.476384602095496,1661.5,3,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333, 0.0, 5.955555555555556, 4.892857142857142]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499, 1399, 2299, 2399]",7058.023,961.462,6760.536,17.239,52000,52000,104000,104000,81.41111111111111,12.4,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333, 0.0, 5.955555555555556, 4.892857142857142]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499, 1399, 2299, 2399]",0.056452397,0.044799093
0,11.036764705882353,0.0,5.486158730846769,1645.1538461538462,2,0,13,117000,117000,58500,58500,6500,6500,58500,6500,117000,False,26,9,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-56-05,1671303365,7.126043081283569,64.11540246009827,838,e674dd8ed454,172.17.0.3,64.11540246009827,0,9,34.11861753463745,58500,58500,117000,117000,11.036764705882353,0.0,5.486158730846769,1645.1538461538462,2,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333, 0.0, 5.955555555555556, 4.892857142857142, 6.0625, 5.144396551724139]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499, 1399, 2299, 2399, 1699, 1199]",7058.287,941.655,6902.742,17.427,58500,58500,117000,117000,77.67,12.400000000000002,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333, 0.0, 5.955555555555556, 4.892857142857142, 6.0625, 5.144396551724139]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499, 1399, 2299, 2399, 1699, 1199]",0.09640225,0.10309968
0,21.229894179894178,0.0,6.64557120123694,1686.878787878788,7,0,13,130000,130000,65000,65000,6500,6500,65000,6500,130000,False,33,10,37334_00000,a069ce367d4042a19c7b3351a2104de1,2022-12-17_18-56-12,1671303372,6.9653685092926025,71.08077096939087,838,e674dd8ed454,172.17.0.3,71.08077096939087,0,10,34.11861753463745,65000,65000,130000,130000,21.229894179894178,0.0,6.64557120123694,1686.878787878788,7,0,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333, 0.0, 5.955555555555556, 4.892857142857142, 6.0625, 5.144396551724139, 8.986956521739131, 12.191594516594519, 16.827987421383646, 5.1179966044142615, 21.229894179894178, 4.309523809523809, 7.999769585253455]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499, 1399, 2299, 2399, 1699, 1199, 2299, 2499, 1899, 1399, 1699, 1999, 1099]",7042.473,931.109,6980.922,17.485,65000,65000,130000,130000,75.15,12.400000000000002,"[0.0, 0.0, 5.583333333333333, 4.1923076923076925, 6.050000000000001, 6.215, 0.0, 9.379369809703377, 11.036764705882353, 10.68358395989975, 8.436603493125233, 5.542592592592593, 9.08088016651799, 3.6875, 9.80625, 4.5, 10.965919354838707, 4.550000000000001, 5.241379310344827, 0.0, 5.633333333333333, 0.0, 5.955555555555556, 4.892857142857142, 6.0625, 5.144396551724139, 8.986956521739131, 12.191594516594519, 16.827987421383646, 5.1179966044142615, 21.229894179894178, 4.309523809523809, 7.999769585253455]","[1499, 1099, 1499, 1499, 1399, 1199, 1599, 1799, 1899, 1799, 2499, 1099, 2399, 1099, 1099, 1499, 2699, 1299, 1299, 1999, 1499, 1399, 2299, 2399, 1699, 1199, 2299, 2499, 1899, 1399, 1699, 1999, 1099]",0.14066121,0.12567358
